"","variable","value"
"943","uncleaned",200
"944","uncleaned",198
"945","uncleaned",200
"946","uncleaned",202
"947","uncleaned",198
"948","uncleaned",201
"949","uncleaned",199
"950","uncleaned",198
"951","uncleaned",197
"952","uncleaned",199
"953","uncleaned",199
"954","uncleaned",200
"955","uncleaned",200
"956","uncleaned",199
"957","uncleaned",198
"958","uncleaned",203
"959","uncleaned",200
"960","uncleaned",198
"961","uncleaned",198
"962","uncleaned",197
"963","uncleaned",200
"964","uncleaned",203
"965","uncleaned",201
"966","uncleaned",201
"967","uncleaned",199
"968","uncleaned",202
"969","uncleaned",203
"970","uncleaned",198
"971","uncleaned",201
"972","uncleaned",202
"973","uncleaned",197
"974","uncleaned",202
"975","uncleaned",199
"976","uncleaned",198
"977","uncleaned",197
"978","uncleaned",199
"979","uncleaned",202
"980","uncleaned",202
"981","uncleaned",202
"982","uncleaned",198
"983","uncleaned",199
"984","uncleaned",202
"985","uncleaned",197
"986","uncleaned",202
"987","uncleaned",201
"988","uncleaned",201
"989","uncleaned",202
"990","uncleaned",203
"991","uncleaned",198
"992","uncleaned",201
"993","uncleaned",200
"994","uncleaned",201
"995","uncleaned",202
"996","uncleaned",202
"997","uncleaned",203
"998","uncleaned",202
"999","uncleaned",200
"1000","uncleaned",198
"1001","uncleaned",204
"1002","uncleaned",204
"1003","uncleaned",203
"1004","uncleaned",207
"1005","uncleaned",207
"1006","uncleaned",205
"1007","uncleaned",207
"1008","uncleaned",204
"1009","uncleaned",204
"1010","uncleaned",206
"1011","uncleaned",209
"1012","uncleaned",207
"1013","uncleaned",208
"1014","uncleaned",204
"1015","uncleaned",204
"1016","uncleaned",203
"1017","uncleaned",204
"1018","uncleaned",209
"1019","uncleaned",204
"1020","uncleaned",206
"1021","uncleaned",206
"1022","uncleaned",207
"1023","uncleaned",207
"1024","uncleaned",203
"1025","uncleaned",204
"1026","uncleaned",207
"1027","uncleaned",207
"1028","uncleaned",207
"1029","uncleaned",207
"1030","uncleaned",205
"1031","uncleaned",206
"1032","uncleaned",203
"1033","uncleaned",204
"1034","uncleaned",208
"1035","uncleaned",207
"1036","uncleaned",207
"1037","uncleaned",206
"1038","uncleaned",208
"1039","uncleaned",205
"1040","uncleaned",205
"1041","uncleaned",204
"1042","uncleaned",207
"1043","uncleaned",207
"1044","uncleaned",209
"1045","uncleaned",208
"1046","uncleaned",206
"1047","uncleaned",204
"1048","uncleaned",207
"1049","uncleaned",205
"1050","uncleaned",205
"1051","uncleaned",209
"1052","uncleaned",207
"1053","uncleaned",206
"1054","uncleaned",203
"1055","uncleaned",208
"1056","uncleaned",205
"1057","uncleaned",205
"1058","uncleaned",203
"1059","uncleaned",204
"1060","uncleaned",203
"1061","uncleaned",208
"1062","uncleaned",207
"1063","uncleaned",208
